_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
1263619,4152586,2017.0,2017.0,1968.0,PRIVATE,20,Scarborough Southwest,2570 KINGSTON RD,10,118,2017-11-21,69,Evaluation needs to be conducted in 2 years,20,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,E2032,43.713486558999996,-79.2466803233,325197.68,4841311.898
1263620,4154233,2017.0,2017.0,1970.0,PRIVATE,7,Humber River-Black Creek,2970 JANE ST,14,164,2017-11-21,57,Evaluation needs to be conducted in 1 year,18,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,,W0729,43.7553825332,-79.5178201808,303349.587,4845935.472
1263621,4153749,2017.0,2017.0,1934.0,PRIVATE,12,Toronto-St. Paul's,2 GLEN ELM AVE,6,49,2017-11-21,65,Evaluation needs to be conducted in 1 year,16,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,,3.0,2.0,5.0,3.0,4.0,4.0,,3.0,3.0,,S1233,43.69150698520001,-79.3947793757,313266.618,4838844.38
1263622,4153748,2017.0,2017.0,1960.0,PRIVATE,12,Toronto-St. Paul's,42 GLEN ELM AVE,3,39,2017-11-21,64,Evaluation needs to be conducted in 1 year,16,3.0,3.0,4.0,3.0,,3.0,,3.0,4.0,,3.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,,S1233,43.691967364300005,-79.3928327445,313423.481,4838895.74
1263623,4153747,2017.0,2017.0,1954.0,PRIVATE,12,Toronto-St. Paul's,49 GLEN ELM AVE,4,71,2017-11-21,62,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,,S1233,43.691400980299996,-79.3925441035,313446.82899999997,4838832.843
1263624,4153874,2017.0,2017.0,1937.0,PRIVATE,12,Toronto-St. Paul's,64 ST CLAIR AVE W,6,97,2017-11-21,62,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1232,43.6878011506,-79.397437188,313052.88399999996,4838432.402
1263625,4169264,2017.0,2017.0,1926.0,PRIVATE,12,Toronto-St. Paul's,80 ST CLAIR AVE W,4,25,2017-11-21,62,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1232,43.6874952579,-79.3985597973,312962.429,4838398.308999999
1263626,4154758,2017.0,2017.0,1969.0,PRIVATE,16,Don Valley East,55 WYNFORD HEIGHTS CRES,21,344,2017-11-21,75,Evaluation needs to be conducted in 2 years,20,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,N1629,43.7273105049,-79.3250508572,318879.214,4842831.4860000005
1263627,4152743,2017.0,2017.0,1962.0,PRIVATE,24,Scarborough-Guildwood,25 GREENBRAE CRCT,6,60,2017-11-20,74,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,,E2425,43.7587707758,-79.2323786593,326333.984,4846346.329
1263628,4152744,2017.0,2017.0,1962.0,PRIVATE,24,Scarborough-Guildwood,35 GREENBRAE CRCT,6,70,2017-11-20,80,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,E2425,43.759036474,-79.231672415,326390.498,4846376.987
1263629,4153528,2017.0,2017.0,1959.0,PRIVATE,13,Toronto Centre,89 ISABELLA ST,13,76,2017-11-20,66,Evaluation needs to be conducted in 2 years,19,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,,S1322,43.668391403,-79.3806631771,314408.224,4836277.874
1263630,4153692,2017.0,2017.0,1960.0,PRIVATE,19,Beaches-East York,419 WOODBINE AVE,3,11,2017-11-20,63,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,,,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,,S1938,43.67374715810001,-79.3071214297,320337.471,4836883.9569999995
1263631,4153698,2017.0,2017.0,1977.0,PRIVATE,19,Beaches-East York,650 WOODBINE AVE,4,38,2017-11-20,73,Evaluation needs to be conducted in 2 years,15,5.0,3.0,3.0,4.0,3.0,4.0,,4.0,,,4.0,3.0,4.0,3.0,4.0,4.0,,3.0,4.0,,S1934,43.6782886904,-79.31013244270001,320093.528,4837387.965
1263632,4154071,2017.0,2017.0,1970.0,PRIVATE,19,Beaches-East York,1017 WOODBINE AVE,6,59,2017-11-20,73,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,,S1929,43.687147508100004,-79.3130882633,319852.972,4838371.631
1263633,4154759,2017.0,2017.0,1974.0,PRIVATE,16,Don Valley East,65 WYNFORD HEIGHTS CRES,21,327,2017-11-20,78,Evaluation needs to be conducted in 2 years,20,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,N1629,43.7283181853,-79.3241417766,318952.217,4842943.589
1263634,4235524,2017.0,2017.0,1996.0,PRIVATE,12,Toronto-St. Paul's,1920 YONGE ST,7,102,2017-11-20,68,Evaluation needs to be conducted in 2 years,17,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,,3.0,4.0,5.0,3.0,4.0,4.0,,3.0,3.0,,S1227,43.698779468000005,-79.3972801771,313085.05100000004,4839644.265
1263635,4154025,2017.0,2017.0,1955.0,PRIVATE,8,Eglinton-Lawrence,3000 YONGE ST,12,272,2017-11-20,69,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,,N0829,43.723761725,-79.402367148,312650.498,4842428.0
1263636,4154027,2017.0,2017.0,1957.0,PRIVATE,8,Eglinton-Lawrence,3112 YONGE ST,4,41,2017-11-20,64,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,N0825,43.726397678599994,-79.4031116718,312590.434,4842719.816000001
1263637,4153602,2017.0,2017.0,1964.0,PRIVATE,13,Toronto Centre,135 ROSE AVE,15,239,2017-11-20,57,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,,S1323,43.670488768999995,-79.371608932,315137.76300000004,4836512.93
1263638,4156290,2017.0,2017.0,1969.0,PRIVATE,9,Davenport,357 RUSHOLME RD,16,267,2017-11-20,68,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,,S0934,43.660038774200004,-79.4305495251,310375.291,4835342.328
1263639,4153600,2017.0,2017.0,1964.0,PRIVATE,13,Toronto Centre,670 PARLIAMENT ST,15,239,2017-11-20,61,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,4.0,,3.0,2.0,,S1323,43.670783033999996,-79.3709343148,315192.373,4836544.757
1263640,4154584,2017.0,2017.0,1956.0,PRIVATE,6,York Centre,11 ROSSEAU RD,3,11,2017-11-20,51,Evaluation needs to be conducted in 1 year,16,2.0,2.0,3.0,2.0,2.0,3.0,,3.0,,3.0,2.0,2.0,4.0,3.0,3.0,2.0,,2.0,3.0,,N0629,43.7424088558,-79.43656791779999,309893.66,4844495.901000001
1263641,4154211,2017.0,2017.0,1950.0,PRIVATE,7,Humber River-Black Creek,1738 WILSON AVE,3,10,2017-11-20,52,Evaluation needs to be conducted in 1 year,15,2.0,2.0,3.0,3.0,,3.0,,2.0,,,3.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,,W0734,43.7200316288,-79.5141632262,303643.321,4842008.141
1263642,4154216,2017.0,2017.0,1973.0,PRIVATE,7,Humber River-Black Creek,1748 WILSON AVE,3,10,2017-11-20,61,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,,4.0,,2.0,,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0734,43.719712611300004,-79.51558277630001,303528.939,4841972.723
1263643,4154217,2017.0,2017.0,1967.0,PRIVATE,7,Humber River-Black Creek,1750 WILSON AVE,3,10,2017-11-20,61,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,,W0734,43.71964691229999,-79.5158634781,303506.321,4841965.429
1263644,4154208,2017.0,2017.0,1955.0,PRIVATE,7,Humber River-Black Creek,1760 WILSON AVE,4,32,2017-11-20,59,Evaluation needs to be conducted in 1 year,15,3.0,2.0,4.0,3.0,3.0,3.0,,2.0,,,3.0,3.0,5.0,3.0,2.0,3.0,,3.0,2.0,,W0734,43.7194896137,-79.5165478577,303451.17600000004,4841947.966
1263645,4154209,2017.0,2017.0,1954.0,PRIVATE,7,Humber River-Black Creek,1770 WILSON AVE,3,31,2017-11-20,63,Evaluation needs to be conducted in 1 year,15,3.0,2.0,4.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,W0734,43.7193022696,-79.5173252308,303388.542,4841927.165
1263646,4154210,2017.0,2017.0,1954.0,PRIVATE,7,Humber River-Black Creek,1780 WILSON AVE,3,31,2017-11-20,61,Evaluation needs to be conducted in 1 year,15,3.0,2.0,4.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,2.0,,W0734,43.7191256895,-79.5181150514,303324.903,4841907.561000001
1263647,4153991,2017.0,2017.0,1950.0,PRIVATE,12,Toronto-St. Paul's,115 EGLINTON AVE W,3,18,2017-11-20,61,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,,3.0,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1227,43.705692166300004,-79.402181637,312668.05100000004,4840419.64
1263648,4153990,2017.0,2017.0,1950.0,PRIVATE,12,Toronto-St. Paul's,119 EGLINTON AVE W,3,18,2017-11-20,63,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1227,43.7056468063,-79.40240284949999,312650.228,4840414.579
1263649,4153993,2017.0,2017.0,1920.0,PRIVATE,12,Toronto-St. Paul's,137 EGLINTON AVE W,3,18,2017-11-20,63,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,,,3.0,3.0,5.0,3.0,3.0,2.0,,3.0,3.0,,S1227,43.705457738199996,-79.4032997946,312577.96,4840393.4860000005
1263650,4153147,2017.0,2017.0,1912.0,PRIVATE,10,Spadina-Fort York,255 DOVERCOURT RD,3,16,2017-11-20,56,Evaluation needs to be conducted in 1 year,17,2.0,3.0,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,,S1021,43.6484324377,-79.42402265850001,310913.609,4834056.383
1263651,4153594,2017.0,2017.0,1967.0,PRIVATE,13,Toronto Centre,700 ONTARIO ST,14,279,2017-11-20,56,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,,3.0,2.0,,S1323,43.6701517144,-79.3735812893,314979.034,4836474.276000001
1263652,4153593,2017.0,2017.0,1967.0,PRIVATE,13,Toronto Centre,730 ONTARIO ST,14,279,2017-11-20,53,Evaluation needs to be conducted in 1 year,18,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,,3.0,2.0,,S1323,43.6709382453,-79.3739456506,314949.518,4836561.613
1263653,4153930,2017.0,2017.0,1957.0,PRIVATE,12,Toronto-St. Paul's,21 LASCELLES BLVD,17,173,2017-11-20,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,S1232,43.6953413778,-79.3971554349,313074.538,4839270.164
1263654,4153931,2017.0,2017.0,1957.0,PRIVATE,12,Toronto-St. Paul's,23 LASCELLES BLVD,18,235,2017-11-20,67,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,S1232,43.695483986899994,-79.3985426023,312962.709,4839285.868
1263655,4153932,2017.0,2017.0,1957.0,PRIVATE,12,Toronto-St. Paul's,25 LASCELLES BLVD,17,235,2017-11-20,70,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,,3.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,,S1232,43.6959446313,-79.3992906871,312902.346,4839336.972
1263656,4153709,2017.0,2017.0,1974.0,PRIVATE,19,Beaches-East York,50 MAIN ST,5,38,2017-11-20,69,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,,S1935,43.6802370284,-79.2987777122,321008.536,4837606.565
1263657,4265578,2017.0,2017.0,1940.0,SOCIAL HOUSING,19,Beaches-East York,26 NORWOOD RD,3,12,2017-11-20,64,Evaluation needs to be conducted in 1 year,14,3.0,4.0,3.0,3.0,,3.0,,4.0,,,3.0,3.0,4.0,3.0,3.0,2.0,,3.0,4.0,,S1935,43.6831736405,-79.3030579348,320662.652,4837931.992
1263658,4152805,2017.0,2017.0,1966.0,PRIVATE,24,Scarborough-Guildwood,45 LIVINGSTON RD,16,188,2017-11-20,76,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,E2435,43.7430013291,-79.1969715203,329191.42699999997,4844604.166999999
1263659,4154504,2017.0,2017.0,1990.0,PRIVATE,8,Eglinton-Lawrence,49 NEPTUNE DR,3,10,2017-11-20,54,Evaluation needs to be conducted in 1 year,17,3.0,2.0,3.0,3.0,2.0,3.0,,3.0,,3.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,,N0823,43.731455829,-79.435410014,309987.593,4843280.143999999
1263660,4153928,2017.0,2017.0,1957.0,PRIVATE,12,Toronto-St. Paul's,17 LASCELLES BLVD,17,157,2017-11-20,70,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,S1232,43.694972538,-79.3989252395,312931.94,4839229.006
1263661,4153929,2017.0,2017.0,1957.0,PRIVATE,12,Toronto-St. Paul's,19 LASCELLES BLVD,17,157,2017-11-20,68,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,S1232,43.6951982921,-79.3979278347,313012.30199999997,4839254.188
1263662,4252919,2017.0,2017.0,1970.0,PRIVATE,3,Etobicoke-Lakeshore,9 THIRTY THIRD ST,3,34,2017-11-20,83,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,5.0,,4.0,4.0,,W0334,43.5916886979,-79.5307437677,302302.00399999996,4827750.258
1263663,4156288,2017.0,2017.0,1970.0,PRIVATE,3,Etobicoke-Lakeshore,11 THIRTY THIRD ST,3,23,2017-11-20,83,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,5.0,,4.0,4.0,,W0334,43.5918858428,-79.5306544291,302309.225,4827772.157
1263664,4155916,2017.0,2017.0,1970.0,PRIVATE,3,Etobicoke-Lakeshore,15 THIRTY THIRD ST,3,36,2017-11-20,80,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,3.0,4.0,4.0,4.0,,5.0,4.0,,W0334,43.592052746099995,-79.530753761,302301.211,4827790.702
1263665,4154929,2017.0,2017.0,1960.0,PRIVATE,12,Toronto-St. Paul's,450 WALMER RD,15,171,2017-11-20,69,Evaluation needs to be conducted in 2 years,19,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,S1230,43.686218485,-79.413643322,311746.53,4838255.1110000005
1263666,4155014,2017.0,2017.0,1952.0,PRIVATE,9,Davenport,345 WESTMOUNT AVE,3,29,2017-11-20,57,Evaluation needs to be conducted in 1 year,15,3.0,2.0,4.0,2.0,2.0,3.0,,3.0,,,3.0,2.0,4.0,3.0,3.0,3.0,,3.0,3.0,,S0925,43.684414026800006,-79.4441626996,309286.131,4838052.524
1263667,4155015,2017.0,2017.0,1952.0,PRIVATE,9,Davenport,355 WESTMOUNT AVE,3,29,2017-11-20,55,Evaluation needs to be conducted in 1 year,15,3.0,3.0,2.0,2.0,2.0,3.0,,2.0,,,3.0,2.0,5.0,3.0,3.0,3.0,,3.0,2.0,,S0925,43.684753041,-79.44430348,309270.037,4838105.654
1263668,4155016,2017.0,2017.0,1952.0,PRIVATE,9,Davenport,365 WESTMOUNT AVE,3,29,2017-11-20,57,Evaluation needs to be conducted in 1 year,15,3.0,3.0,4.0,3.0,2.0,3.0,,2.0,,,3.0,2.0,4.0,3.0,3.0,3.0,,3.0,2.0,,S0925,43.6850733378,-79.4444390829,309263.80100000004,4838125.757
1263669,4155019,2017.0,2017.0,1950.0,PRIVATE,9,Davenport,370 WESTMOUNT AVE,3,29,2017-11-20,64,Evaluation needs to be conducted in 1 year,15,3.0,2.0,3.0,2.0,2.0,3.0,,4.0,,,3.0,4.0,5.0,4.0,3.0,3.0,,4.0,3.0,,S0925,43.6852037341,-79.4451995496,309202.478,4838140.205
1263670,4154030,2017.0,2017.0,1957.0,PRIVATE,8,Eglinton-Lawrence,45 LORINDALE AVE,3,25,2017-11-20,67,Evaluation needs to be conducted in 2 years,14,4.0,3.0,4.0,3.0,,3.0,,3.0,,,4.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,N0825,43.7262422092,-79.403851017,312530.88899999997,4842702.475
1263671,4152796,2017.0,2017.0,1981.0,SOCIAL HOUSING,20,Scarborough Southwest,110 MASON RD,7,53,2017-11-20,82,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2027,43.740952843500004,-79.2252456452,326914.886,4844368.716
1263672,4153619,2017.0,2017.0,1940.0,PRIVATE,14,Toronto-Danforth,846-850 BROADVIEW AVE,3,24,2017-11-20,64,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,,S1424,,,316188.231,4837458.031
1263673,4153616,2017.0,2017.0,1940.0,PRIVATE,14,Toronto-Danforth,849 BROADVIEW AVE,4,32,2017-11-20,67,Evaluation needs to be conducted in 2 years,15,3.0,3.0,2.0,3.0,2.0,3.0,,3.0,,,3.0,2.0,5.0,5.0,4.0,4.0,,3.0,5.0,,S1424,43.6794139167,-79.35783854,316246.839,4837505.327
1263674,4153758,2017.0,2017.0,1968.0,PRIVATE,12,Toronto-St. Paul's,221 BALLIOL ST,17,272,2017-11-20,64,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,,S1233,43.698438896499994,-79.3893834002,313700.592,4839615.097
1263675,4153759,2017.0,2017.0,1968.0,PRIVATE,12,Toronto-St. Paul's,265 BALLIOL ST,26,209,2017-11-20,67,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,,S1233,43.698777377,-79.387810749,313810.77,4839659.966
1263676,4154603,2017.0,2017.0,1964.0,PRIVATE,6,York Centre,4160 BATHURST ST,7,67,2017-11-20,49,Building Audit,18,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,,N0629,43.7478559496,-79.4370573738,309853.799,4845101.032
1263677,4154952,2017.0,2017.0,1932.0,PRIVATE,12,Toronto-St. Paul's,1520 BATHURST ST,4,24,2017-11-20,64,Evaluation needs to be conducted in 1 year,14,3.0,3.0,4.0,3.0,,4.0,,3.0,,,3.0,2.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1229,43.6849625997,-79.4194565721,311277.98,4838115.101
1263678,4154951,2017.0,2017.0,1932.0,PRIVATE,12,Toronto-St. Paul's,1524 BATHURST ST,4,24,2017-11-20,60,Evaluation needs to be conducted in 1 year,14,3.0,3.0,4.0,3.0,,3.0,,3.0,,,3.0,1.0,5.0,2.0,3.0,3.0,,3.0,3.0,,S1229,43.6851006268,-79.41951073279999,311273.599,4838130.432
1263679,4155850,2017.0,2017.0,2005.0,PRIVATE,6,York Centre,3810 BATHURST ST,6,84,2017-11-20,72,Evaluation needs to be conducted in 2 years,20,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,N0629,43.738917845,-79.43480398210001,310036.024,4844108.198
1263680,4153185,2017.0,2017.0,1960.0,PRIVATE,11,University-Rosedale,375 BRUNSWICK AVE,9,63,2017-11-20,54,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,2.0,3.0,2.0,,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,S1126,43.6684734257,-79.4081015431,312195.42600000004,4836284.143999999
1263681,4155206,2017.0,2017.0,1958.0,PRIVATE,4,Parkdale-High Park,596 JANE ST,3,17,2017-11-20,71,Evaluation needs to be conducted in 2 years,15,3.0,4.0,3.0,3.0,3.0,4.0,,4.0,,,3.0,3.0,5.0,3.0,4.0,3.0,,4.0,4.0,,S0421,43.6645208541,-79.4910119688,305509.219,4835841.102
1263682,4153223,2017.0,2017.0,1960.0,PRIVATE,11,University-Rosedale,161 ST GEORGE ST,7,62,2017-11-20,63,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,4.0,,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,2.0,2.0,3.0,,S1127,43.670260332,-79.40054649,312804.196,4836484.301
1263683,4153224,2017.0,2017.0,1956.0,PRIVATE,11,University-Rosedale,169 ST GEORGE ST,9,52,2017-11-20,63,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,4.0,3.0,3.0,,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,,S1127,43.670881099999995,-79.400783867,312784.974,4836553.242
1263684,4154087,2017.0,2017.0,1960.0,PRIVATE,14,Toronto-Danforth,125 COSBURN AVE,4,30,2017-11-20,74,Evaluation needs to be conducted in 2 years,16,4.0,4.0,3.0,4.0,3.0,3.0,,3.0,,,4.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,,S1422,43.6895024674,-79.34701978390001,317117.055,4838627.642
1263685,4154101,2017.0,2017.0,1962.0,PRIVATE,14,Toronto-Danforth,150 COSBURN AVE,12,153,2017-11-20,69,Evaluation needs to be conducted in 2 years,19,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,,S1422,43.6902830528,-79.3461159995,317189.748,4838714.494
1263686,4154525,2017.0,2017.0,1952.0,PRIVATE,8,Eglinton-Lawrence,24 HOTSPUR RD,3,10,2017-11-20,56,Evaluation needs to be conducted in 1 year,16,3.0,3.0,2.0,2.0,3.0,3.0,,3.0,,,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,,N0823,43.733065925,-79.4350942032,309994.88399999996,4843443.039
1263687,4153599,2017.0,2017.0,1964.0,PRIVATE,13,Toronto Centre,99 HOWARD ST,15,239,2017-11-20,61,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,,S1323,43.6710911912,-79.3715360502,315143.797,4836578.915
1263688,4153684,2017.0,2017.0,1961.0,PRIVATE,19,Beaches-East York,191 KENILWORTH AVE,4,31,2017-11-20,72,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,4.0,3.0,,4.0,3.0,,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,,S1938,43.6721092112,-79.3028387259,320683.239,4836702.795
1263689,4154932,2017.0,2017.0,1975.0,PRIVATE,12,Toronto-St. Paul's,250 HEATH ST W,17,81,2017-11-20,60,Evaluation needs to be conducted in 1 year,20,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,S1230,43.6867124421,-79.4141955534,311701.94800000003,4838309.941000001
